Orthogroup_ID	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value	I_luminosus_num_GF_members	A_verrucosus_num_GF_members	P_pyralis_num_GF_members	D_ponderosae_num_GF_members	B_siliquastri_num_GF_members	A_obtectus_num_GF_members	C_chinensis_num_GF_members	Z_morio_num_GF_members	D_melanogaster_num_GF_members	R_ferrugineus_num_GF_members	C_septempunctata_num_GF_members	T_castaneum_num_GF_members	C_maculatus_num_GF_members	T_molitor_num_GF_members	max_delta_GF
N0.HOG0000383	rna-NM_176380.2	FBgn0053056	The gene Terminal ADP-ribose protein glycohydrolase 2 is referred to in FlyBase by the symbol Dmel\Targ2 (CG33056, FBgn0053056). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (2 unique). Gene sequence location is 3L:21198261..21203232. Its molecular function is described by: ADP-ribosyl-[dinitrogen reductase] hydrolase activity; purine nucleoside binding; ADP-ribosylglutamate hydrolase activity. It is involved in the biological process described with: DNA damage response; purine nucleoside metabolic process. 7 alleles are reported. The phenotype of these alleles manifest in: trichogen cell. The phenotypic classes of alleles include: viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed at stages throughout the pupal period.  		0.0	11	1	1	1	6	29	1	0	2	1	2	1	1	1	29
N0.HOG0000391	rna-NM_078951.4	FBgn0028560	The gene sugar transporter 4 is referred to in FlyBase by the symbol Dmel\sut4 (CG1380, FBgn0028560). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:10085442..10087127. Its molecular function is described by: transmembrane transporter activity; sugar transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport; carbohydrate transport. 3 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; mesonotum. The phenotypic classes of alleles include: some die during pupal stage; partially lethal - majority die; short lived; viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late pupal stages, in adult male stages.  		0.0	19	4	1	3	8	7	5	2	3	3	1	2	9	2	18
N0.HOG0000391	rna-NM_137390.4	FBgn0034247	This gene is referred to in FlyBase by the symbol Dmel\CG6484 (FBgn0034247). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:17582007..17584012. Its molecular function is described by: transmembrane transporter activity; sugar transmembrane transporter activity. It is involved in the biological process described with: carbohydrate transport; transmembrane transport. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, in stages of adults of both sexes.  		0.0	19	4	1	3	8	7	5	2	3	3	1	2	9	2	18
N0.HOG0000391	rna-NM_140348.2	FBgn0036316	The gene nebulosa is referred to in FlyBase by the symbol Dmel\nebu (CG10960, FBgn0036316). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 3L:12824880..12843106. Its molecular function is described by: fructose transmembrane transporter activity; dehydroascorbic acid transmembrane transporter activity; transmembrane transporter activity; sugar transmembrane transporter activity; D-glucose transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport; D-glucose transmembrane transport; carbohydrate transport; fructose transmembrane transport; dehydroascorbic acid transport. 14 alleles are reported. The phenotype of these alleles manifest in: yolk nucleus. The phenotypic classes of alleles include: decreased efficacy of long-term memory; abnormal mitotic cell cycle; lethal - all die during embryonic stage; viable; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of low expression.  Peak expression observed during late larval stages, during early pupal stages.  		0.0	19	4	1	3	8	7	5	2	3	3	1	2	9	2	18
N0.HOG0000392	rna-NM_142619.3	FBgn0038784	This gene is referred to in FlyBase by the symbol Dmel\CG4362 (FBgn0038784). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:20306216..20307537. Its molecular function is unknown. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed at stages throughout the larval period.  		0.003	10	11	1	3	1	1	1	14	2	2	4	7	1	13	13
N0.HOG0000392	rna-NM_001300492.2	FBgn0038783	This gene is referred to in FlyBase by the symbol Dmel\CG4367 (FBgn0038783). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:20303955..20304977. Its molecular function is unknown. The biological processes in which it is involved are not known. 3 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: some die during pupal stage; partially lethal - majority die; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed at stages throughout the larval period.  		0.003	10	11	1	3	1	1	1	14	2	2	4	7	1	13	13
N0.HOG0000397	rna-NM_080515.3	FBgn0051217	The gene modular serine protease is referred to in FlyBase by the symbol Dmel\modSP (CG31217, FBgn0051217). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:16652446..16655662. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with 7 unique terms, many of which group under: primary metabolic process; protein maturation; protein metabolic process; macromolecule biosynthetic process; regulation of metabolic process. 9 alleles are reported. The phenotype of these alleles manifest in: embryonic/larval hemocyte. The phenotypic classes of alleles include: increased mortality; increased mortality during development; phenotype; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed during early pupal stages.  		0.0	3	10	3	1	2	2	1	22	1	5	1	2	3	15	21
N0.HOG0000398	rna-NM_135457.3	FBgn0032132	This gene is referred to in FlyBase by the symbol Dmel\CG4382 (FBgn0032132). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:9598880..9600872. Its molecular function is unknown. It is involved in the biological process described with: . 3 alleles are reported. The phenotype of these alleles manifest in: wing vein. The phenotypic classes of alleles include: viable; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period.  		0.01	10	8	8	2	6	6	4	7	2	1	1	3	4	8	9
N0.HOG0000398	rna-NM_141786.3	FBgn0027584	This gene is referred to in FlyBase by the symbol Dmel\CG4757 (FBgn0027584). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:11161207..11163498. Its molecular function is described by: carboxylesterase activity; serine hydrolase activity. It is involved in the biological process described with: . 3 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; chaeta; mesonotum. The phenotypic classes of alleles include: some die during pupal stage; viable; partially lethal - majority die; visible. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during early pupal stages.  		0.01	10	8	8	2	6	6	4	7	2	1	1	3	4	8	9
N0.HOG0000405	rna-NM_144408.3	FBgn0042126	This gene is referred to in FlyBase by the symbol Dmel\CG18788 (FBgn0042126). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:12034190..12036131. Its molecular function is described by: transmembrane transporter activity. It is involved in the biological process described with: transmembrane transport. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of extremely low expression.  Peak expression observed during late larval stages, at stages throughout the pupal period, in adult male stages.  		0.007	5	1	2	1	7	1	2	1	1	3	1	2	6	2	6
N0.HOG0000407	rna-NM_142344.3	FBgn0038482	This gene is referred to in FlyBase by the symbol Dmel\CG4053 (FBgn0038482). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17131211..17132198. Its molecular function is described by: serine-type endopeptidase activity; serine hydrolase activity. It is involved in the biological process described with: innate immune response; proteolysis. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  No temporal expression data available due to processing error.  This will be corrected the next time these data and summaries are processed.		0.001	27	2	18	1	1	1	1	3	9	1	2	2	1	5	26
N0.HOG0000407	rna-NM_142347.3	FBgn0038485	This gene is referred to in FlyBase by the symbol Dmel\CG5255 (FBgn0038485). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:17137893..17138865. Its molecular function is described by: serine-type endopeptidase activity. It is involved in the biological process described with: innate immune response; proteolysis. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.  		0.001	27	2	18	1	1	1	1	3	9	1	2	2	1	5	26
N0.HOG0000407	rna-NM_001300443.1	FBgn0038481	This gene is referred to in FlyBase by the symbol Dmel\CG17475 (FBgn0038481). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3R:17129339..17130426. Its molecular function is described by: serine hydrolase activity; serine-type endopeptidase activity. It is involved in the biological process described with: proteolysis; innate immune response. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period.  		0.001	27	2	18	1	1	1	1	3	9	1	2	2	1	5	26
